,age,stamina,handling,attack,defense,technique,strength,jumping,speed,agility,kicking,form,aggression,discipline,leadership,experience,weight,height,energy,csr
10731,20.0,14.0,13.0,11.0,13.0,12.0,10.0,7.0,13.0,12.0,7.0,5.0,4.0,2.0,7.0,1.0,89.0,176.0,10.0,95535.0
10732,20.0,14.0,14.0,14.0,14.0,9.0,14.0,5.0,12.0,9.0,10.0,6.0,4.0,3.0,11.0,2.0,87.0,184.0,7.0,102460.0
10733,20.0,13.0,10.0,14.0,14.0,8.0,8.0,7.0,12.0,14.0,6.0,7.0,4.0,3.0,9.0,3.0,95.0,188.0,11.0,88521.0
10734,20.0,12.0,14.0,5.0,14.0,8.0,6.0,6.0,14.0,9.0,5.0,7.0,2.0,3.0,5.0,2.0,106.0,197.0,10.0,67562.0
10735,20.0,14.0,14.0,14.0,14.0,9.0,9.0,5.0,14.0,6.0,11.0,5.0,3.0,3.0,9.0,3.0,90.0,182.0,9.0,93685.0
10736,26.0,13.0,14.0,10.0,13.0,14.0,13.0,5.0,7.0,6.0,3.0,7.0,3.0,3.0,4.0,6.0,116.0,181.0,9.0,84430.0
10737,25.0,16.0,16.0,16.0,15.0,14.0,14.0,7.0,13.0,14.0,11.0,8.0,4.0,5.0,6.0,3.0,90.0,183.0,11.0,191049.0
10738,20.0,14.0,12.0,14.0,12.0,7.0,7.0,3.0,14.0,14.0,7.0,8.0,3.0,5.0,6.0,2.0,85.0,179.0,10.0,93725.0
10739,33.0,17.0,16.0,14.0,16.0,17.0,16.0,3.0,7.0,8.0,2.0,7.0,3.0,4.0,4.0,8.0,121.0,178.0,10.0,199974.0
10740,20.0,14.0,13.0,14.0,11.0,10.0,9.0,4.0,3.0,14.0,1.0,6.0,2.0,5.0,5.0,2.0,125.0,179.0,11.0,78324.0
10741,20.0,14.0,13.0,14.0,12.0,11.0,8.0,4.0,3.0,14.0,3.0,8.0,3.0,3.0,6.0,3.0,121.0,182.0,11.0,83471.0
10742,20.0,14.0,14.0,14.0,13.0,5.0,4.0,3.0,8.0,14.0,10.0,7.0,3.0,4.0,4.0,3.0,95.0,180.0,11.0,88910.0
10743,34.0,16.0,17.0,15.0,16.0,16.0,15.0,18.0,11.0,6.0,2.0,8.0,3.0,3.0,6.0,8.0,101.0,203.0,11.0,240578.0
10744,20.0,14.0,14.0,14.0,13.0,2.0,3.0,3.0,13.0,13.0,5.0,7.0,3.0,3.0,9.0,1.0,79.0,181.0,11.0,103369.0
10745,32.0,17.0,13.0,17.0,17.0,8.0,15.0,5.0,9.0,9.0,9.0,5.0,3.0,4.0,5.0,6.0,86.0,180.0,11.0,164947.0
10746,20.0,14.0,11.0,14.0,14.0,14.0,12.0,3.0,13.0,4.0,1.0,6.0,4.0,1.0,10.0,2.0,101.0,176.0,10.0,97400.0
10747,20.0,12.0,14.0,13.0,14.0,9.0,9.0,3.0,13.0,13.0,4.0,5.0,3.0,2.0,3.0,2.0,96.0,189.0,11.0,92090.0
10748,20.0,11.0,13.0,12.0,14.0,10.0,13.0,5.0,12.0,10.0,8.0,6.0,4.0,3.0,4.0,3.0,94.0,183.0,11.0,85785.0
10749,19.0,14.0,12.0,9.0,11.0,12.0,15.0,9.0,8.0,6.0,2.0,8.0,4.0,4.0,6.0,2.0,110.0,191.0,11.0,77270.0
10750,20.0,13.0,14.0,11.0,13.0,13.0,12.0,6.0,8.0,8.0,2.0,7.0,4.0,4.0,3.0,3.0,121.0,182.0,11.0,83758.0
10751,20.0,14.0,14.0,13.0,14.0,12.0,8.0,11.0,10.0,7.0,5.0,9.0,3.0,1.0,8.0,2.0,95.0,186.0,7.0,90699.0
10752,31.0,15.0,16.0,16.0,15.0,11.0,11.0,9.0,16.0,16.0,10.0,9.0,2.0,2.0,8.0,5.0,94.0,191.0,10.0,193733.0
10753,33.0,18.0,16.0,16.0,17.0,17.0,14.0,8.0,17.0,10.0,2.0,10.0,4.0,3.0,10.0,6.0,116.0,190.0,11.0,259858.0
10754,19.0,14.0,8.0,11.0,12.0,13.0,12.0,8.0,7.0,8.0,7.0,7.0,2.0,4.0,9.0,2.0,105.0,195.0,11.0,68353.0
10755,20.0,14.0,14.0,12.0,14.0,11.0,12.0,5.0,9.0,12.0,4.0,6.0,2.0,2.0,4.0,2.0,100.0,190.0,11.0,90722.0
10756,20.0,13.0,11.0,11.0,14.0,14.0,12.0,7.0,9.0,9.0,4.0,6.0,4.0,4.0,3.0,3.0,114.0,179.0,11.0,79357.0
10757,30.0,18.0,16.0,10.0,18.0,17.0,17.0,14.0,5.0,6.0,2.0,8.0,5.0,3.0,9.0,5.0,108.0,190.0,10.0,219975.0
10758,30.0,18.0,15.0,17.0,17.0,9.0,14.0,9.0,15.0,15.0,11.0,6.0,3.0,5.0,10.0,5.0,85.0,179.0,11.0,223749.0
10759,18.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,6.0,2.0,4.0,7.0,1.0,94.0,174.0,11.0,2069.0
10760,19.0,11.0,12.0,10.0,12.0,9.0,14.0,14.0,11.0,9.0,5.0,4.0,2.0,2.0,10.0,2.0,123.0,199.0,11.0,77593.0
10761,20.0,14.0,12.0,14.0,14.0,6.0,8.0,5.0,12.0,9.0,12.0,7.0,2.0,3.0,7.0,3.0,87.0,183.0,11.0,84613.0
10762,23.0,10.0,12.0,15.0,15.0,15.0,15.0,14.0,12.0,11.0,8.0,8.0,2.0,3.0,9.0,3.0,114.0,202.0,11.0,145049.0
10763,19.0,10.0,10.0,14.0,7.0,9.0,14.0,14.0,7.0,4.0,13.0,10.0,2.0,3.0,7.0,3.0,102.0,192.0,8.0,84081.0
10764,36.0,16.0,14.0,15.0,14.0,16.0,16.0,9.0,14.0,4.0,2.0,6.0,3.0,1.0,3.0,8.0,118.0,194.0,11.0,167492.0
10765,19.0,9.0,6.0,5.0,6.0,6.0,5.0,2.0,8.0,5.0,1.0,8.0,3.0,2.0,4.0,2.0,100.0,178.0,11.0,10941.0
10766,20.0,14.0,11.0,10.0,12.0,8.0,7.0,5.0,11.0,12.0,8.0,10.0,3.0,3.0,5.0,3.0,115.0,192.0,11.0,64898.0
10767,33.0,14.0,17.0,16.0,17.0,17.0,13.0,8.0,16.0,3.0,4.0,8.0,3.0,2.0,5.0,7.0,100.0,189.0,11.0,219724.0
10768,27.0,14.0,12.0,15.0,15.0,8.0,10.0,7.0,14.0,14.0,9.0,9.0,2.0,1.0,4.0,6.0,90.0,179.0,10.0,126979.0
10769,20.0,12.0,12.0,13.0,14.0,11.0,10.0,9.0,14.0,12.0,9.0,9.0,2.0,3.0,3.0,2.0,88.0,185.0,10.0,95401.0
10770,19.0,14.0,13.0,9.0,13.0,12.0,13.0,11.0,10.0,7.0,4.0,7.0,2.0,2.0,9.0,2.0,121.0,196.0,11.0,86610.0
10771,32.0,18.0,17.0,17.0,17.0,10.0,15.0,6.0,16.0,16.0,11.0,6.0,3.0,4.0,7.0,6.0,83.0,187.0,11.0,277829.0
10772,20.0,14.0,14.0,14.0,13.0,10.0,12.0,5.0,10.0,9.0,2.0,8.0,1.0,3.0,9.0,1.0,94.0,191.0,11.0,90755.0
10773,31.0,18.0,16.0,17.0,18.0,18.0,19.0,6.0,17.0,16.0,3.0,9.0,3.0,2.0,7.0,7.0,132.0,186.0,10.0,362136.0
10774,35.0,18.0,17.0,17.0,17.0,10.0,8.0,4.0,17.0,17.0,10.0,5.0,1.0,2.0,6.0,8.0,86.0,191.0,11.0,232052.0
10775,31.0,19.0,18.0,14.0,18.0,18.0,18.0,18.0,11.0,12.0,2.0,7.0,3.0,5.0,9.0,8.0,110.0,206.0,8.0,343750.0
10776,33.0,18.0,13.0,17.0,17.0,17.0,17.0,9.0,14.0,15.0,2.0,10.0,2.0,2.0,6.0,6.0,105.0,196.0,11.0,261070.0
10777,31.0,17.0,17.0,17.0,18.0,16.0,17.0,14.0,15.0,17.0,5.0,6.0,2.0,4.0,6.0,6.0,120.0,192.0,11.0,321868.0
10778,31.0,18.0,18.0,18.0,18.0,9.0,10.0,7.0,18.0,17.0,7.0,6.0,3.0,3.0,7.0,7.0,80.0,184.0,10.0,299130.0
10779,20.0,14.0,9.0,12.0,14.0,14.0,13.0,8.0,8.0,9.0,6.0,8.0,2.0,4.0,3.0,3.0,114.0,175.0,10.0,85175.0
10780,22.0,15.0,14.0,14.0,14.0,6.0,11.0,3.0,13.0,14.0,7.0,8.0,1.0,4.0,5.0,3.0,80.0,186.0,11.0,120196.0
10781,20.0,14.0,12.0,12.0,14.0,10.0,7.0,3.0,14.0,14.0,8.0,8.0,1.0,4.0,4.0,2.0,80.0,189.0,11.0,95413.0
10782,20.0,13.0,14.0,12.0,14.0,13.0,9.0,5.0,14.0,12.0,4.0,7.0,3.0,3.0,7.0,2.0,93.0,196.0,11.0,103145.0
10783,22.0,14.0,14.0,9.0,15.0,9.0,8.0,6.0,15.0,15.0,8.0,6.0,5.0,2.0,4.0,2.0,78.0,183.0,11.0,117196.0
10784,21.0,14.0,13.0,9.0,15.0,7.0,5.0,6.0,15.0,12.0,8.0,7.0,3.0,2.0,4.0,1.0,88.0,170.0,11.0,95045.0
10785,20.0,14.0,14.0,12.0,14.0,13.0,9.0,4.0,11.0,11.0,6.0,7.0,4.0,3.0,8.0,2.0,94.0,182.0,11.0,89557.0
10786,20.0,14.0,9.0,12.0,14.0,14.0,13.0,5.0,13.0,7.0,3.0,6.0,5.0,2.0,9.0,3.0,112.0,180.0,11.0,92033.0
10787,20.0,14.0,14.0,11.0,13.0,14.0,13.0,5.0,12.0,9.0,3.0,10.0,4.0,4.0,3.0,2.0,88.0,177.0,11.0,102885.0
10788,20.0,14.0,11.0,14.0,12.0,8.0,12.0,6.0,14.0,11.0,7.0,9.0,3.0,4.0,11.0,2.0,89.0,181.0,11.0,88915.0
10789,20.0,5.0,10.0,6.0,9.0,14.0,14.0,7.0,14.0,14.0,4.0,7.0,3.0,4.0,7.0,3.0,124.0,197.0,8.0,76599.0
10790,19.0,14.0,13.0,12.0,14.0,6.0,7.0,4.0,14.0,13.0,12.0,8.0,2.0,2.0,3.0,3.0,77.0,191.0,7.0,99477.0
10791,25.0,14.0,14.0,15.0,15.0,14.0,9.0,9.0,17.0,16.0,3.0,8.0,3.0,2.0,3.0,4.0,93.0,187.0,11.0,179385.0
10792,31.0,18.0,17.0,17.0,17.0,16.0,14.0,6.0,15.0,11.0,8.0,7.0,2.0,3.0,8.0,5.0,102.0,190.0,11.0,257327.0
10793,24.0,11.0,12.0,12.0,15.0,15.0,15.0,11.0,9.0,10.0,7.0,8.0,4.0,4.0,3.0,3.0,123.0,191.0,10.0,112137.0
10794,19.0,14.0,14.0,13.0,10.0,7.0,5.0,7.0,12.0,11.0,7.0,7.0,4.0,5.0,7.0,2.0,90.0,184.0,9.0,76635.0
10795,20.0,12.0,9.0,13.0,14.0,13.0,12.0,4.0,12.0,12.0,2.0,9.0,3.0,2.0,8.0,2.0,94.0,184.0,9.0,87247.0
10796,30.0,15.0,17.0,15.0,15.0,18.0,17.0,12.0,9.0,10.0,3.0,8.0,4.0,2.0,9.0,5.0,132.0,195.0,9.0,212535.0
10797,31.0,13.0,15.0,14.0,15.0,16.0,17.0,17.0,7.0,10.0,7.0,7.0,1.0,5.0,9.0,6.0,119.0,201.0,9.0,210741.0
10798,29.0,15.0,15.0,16.0,15.0,15.0,15.0,10.0,15.0,10.0,4.0,9.0,3.0,3.0,7.0,5.0,100.0,186.0,10.0,197531.0
10799,29.0,16.0,17.0,17.0,16.0,16.0,16.0,5.0,15.0,9.0,6.0,8.0,3.0,3.0,8.0,5.0,104.0,177.0,8.0,228562.0
10800,31.0,16.0,15.0,15.0,16.0,15.0,16.0,14.0,15.0,6.0,8.0,7.0,5.0,3.0,5.0,6.0,112.0,202.0,9.0,204150.0
10801,35.0,10.0,9.0,9.0,10.0,9.0,10.0,10.0,7.0,1.0,1.0,8.0,4.0,1.0,6.0,9.0,114.0,201.0,11.0,33034.0
10802,37.0,4.0,4.0,5.0,4.0,1.0,1.0,1.0,3.0,3.0,4.0,6.0,3.0,3.0,9.0,7.0,85.0,180.0,10.0,3149.0
10803,20.0,14.0,14.0,7.0,14.0,6.0,4.0,8.0,14.0,7.0,11.0,4.0,3.0,3.0,9.0,2.0,82.0,189.0,11.0,77358.0
10804,23.0,18.0,17.0,16.0,17.0,17.0,16.0,16.0,14.0,3.0,3.0,7.0,3.0,2.0,6.0,6.0,117.0,200.0,11.0,278101.0
10805,20.0,7.0,14.0,9.0,14.0,14.0,14.0,8.0,13.0,9.0,3.0,8.0,2.0,3.0,4.0,2.0,122.0,176.0,11.0,92286.0
10806,18.0,11.0,10.0,10.0,10.0,4.0,3.0,5.0,10.0,12.0,6.0,8.0,3.0,3.0,10.0,1.0,92.0,178.0,11.0,41006.0
10807,35.0,14.0,14.0,12.0,13.0,5.0,11.0,13.0,12.0,4.0,1.0,6.0,2.0,2.0,9.0,8.0,122.0,205.0,11.0,90023.0
10808,20.0,13.0,9.0,13.0,13.0,14.0,12.0,11.0,14.0,11.0,6.0,6.0,3.0,3.0,3.0,3.0,107.0,188.0,11.0,103026.0
10809,20.0,11.0,11.0,12.0,11.0,13.0,13.0,10.0,11.0,12.0,6.0,4.0,2.0,3.0,3.0,3.0,112.0,193.0,10.0,81018.0
10810,31.0,17.0,15.0,16.0,16.0,15.0,17.0,5.0,16.0,16.0,10.0,8.0,2.0,4.0,7.0,7.0,82.0,195.0,11.0,260916.0
10811,24.0,16.0,12.0,15.0,15.0,11.0,14.0,8.0,10.0,7.0,8.0,6.0,2.0,3.0,6.0,4.0,111.0,192.0,11.0,129444.0
10812,20.0,5.0,10.0,12.0,6.0,6.0,6.0,2.0,9.0,4.0,5.0,10.0,2.0,3.0,8.0,1.0,107.0,186.0,11.0,23034.0
10813,35.0,17.0,16.0,16.0,18.0,17.0,17.0,10.0,17.0,11.0,2.0,9.0,3.0,4.0,4.0,10.0,115.0,199.0,9.0,302304.0
10814,33.0,20.0,19.0,19.0,20.0,20.0,19.0,20.0,15.0,17.0,2.0,8.0,4.0,3.0,10.0,9.0,122.0,203.0,10.0,543850.0
10815,33.0,19.0,18.0,19.0,18.0,18.0,13.0,5.0,19.0,18.0,16.0,7.0,2.0,3.0,4.0,7.0,100.0,180.0,11.0,430943.0
10816,31.0,20.0,18.0,19.0,19.0,13.0,10.0,4.0,19.0,19.0,5.0,8.0,3.0,3.0,8.0,7.0,90.0,187.0,11.0,412395.0
10817,19.0,14.0,12.0,13.0,12.0,11.0,13.0,10.0,13.0,12.0,1.0,6.0,4.0,2.0,8.0,2.0,85.0,198.0,11.0,102942.0
10818,19.0,14.0,13.0,12.0,12.0,14.0,14.0,7.0,6.0,5.0,4.0,8.0,3.0,1.0,7.0,3.0,123.0,183.0,10.0,86144.0
10819,19.0,10.0,14.0,12.0,13.0,13.0,14.0,10.0,8.0,8.0,5.0,8.0,1.0,4.0,9.0,2.0,129.0,196.0,11.0,87111.0
10820,24.0,15.0,14.0,12.0,15.0,10.0,11.0,7.0,14.0,11.0,8.0,6.0,2.0,3.0,9.0,4.0,88.0,177.0,11.0,117052.0
10821,26.0,18.0,17.0,8.0,15.0,14.0,16.0,18.0,9.0,8.0,3.0,7.0,2.0,2.0,9.0,6.0,125.0,200.0,10.0,218438.0
10822,22.0,11.0,10.0,5.0,14.0,15.0,15.0,4.0,7.0,14.0,3.0,8.0,4.0,3.0,3.0,2.0,109.0,180.0,11.0,100562.0
10823,23.0,15.0,10.0,9.0,14.0,16.0,16.0,5.0,7.0,12.0,2.0,8.0,4.0,3.0,5.0,3.0,111.0,179.0,11.0,120784.0
10824,21.0,12.0,11.0,12.0,14.0,13.0,14.0,4.0,11.0,12.0,5.0,7.0,2.0,3.0,6.0,3.0,95.0,183.0,11.0,94523.0
10825,27.0,17.0,16.0,10.0,13.0,15.0,12.0,5.0,11.0,14.0,8.0,8.0,2.0,1.0,6.0,2.0,87.0,189.0,11.0,149721.0
10826,21.0,9.0,11.0,12.0,14.0,15.0,14.0,4.0,11.0,14.0,4.0,8.0,1.0,1.0,4.0,3.0,87.0,182.0,11.0,101979.0
10827,17.0,2.0,7.0,5.0,4.0,8.0,8.0,7.0,3.0,4.0,2.0,5.0,3.0,3.0,7.0,1.0,117.0,192.0,10.0,10421.0
10828,19.0,9.0,7.0,5.0,6.0,9.0,11.0,4.0,7.0,6.0,1.0,6.0,4.0,4.0,7.0,2.0,103.0,173.0,10.0,19486.0
10829,20.0,14.0,14.0,11.0,13.0,14.0,12.0,14.0,7.0,6.0,4.0,7.0,2.0,4.0,4.0,3.0,115.0,202.0,11.0,98534.0
10830,31.0,18.0,17.0,18.0,18.0,10.0,15.0,8.0,18.0,13.0,11.0,6.0,4.0,5.0,6.0,6.0,94.0,181.0,11.0,277727.0
10831,32.0,17.0,13.0,17.0,16.0,15.0,17.0,12.0,18.0,13.0,3.0,8.0,3.0,5.0,3.0,5.0,87.0,188.0,11.0,268946.0
10832,32.0,17.0,16.0,11.0,16.0,15.0,17.0,19.0,15.0,7.0,6.0,8.0,3.0,3.0,3.0,6.0,117.0,205.0,11.0,259642.0
10833,19.0,14.0,10.0,11.0,14.0,11.0,10.0,7.0,14.0,8.0,8.0,7.0,1.0,4.0,7.0,2.0,88.0,189.0,10.0,78363.0
10834,20.0,13.0,12.0,14.0,14.0,10.0,10.0,4.0,11.0,14.0,10.0,9.0,2.0,5.0,2.0,2.0,80.0,180.0,11.0,95958.0
10835,19.0,14.0,13.0,14.0,14.0,13.0,12.0,7.0,10.0,7.0,4.0,5.0,3.0,3.0,4.0,3.0,104.0,188.0,8.0,95685.0
10836,20.0,14.0,14.0,14.0,14.0,14.0,12.0,9.0,13.0,5.0,1.0,6.0,3.0,3.0,6.0,3.0,111.0,186.0,11.0,115454.0
10837,21.0,9.0,9.0,11.0,12.0,12.0,10.0,8.0,8.0,6.0,3.0,7.0,5.0,3.0,3.0,3.0,103.0,180.0,11.0,48636.0
10838,22.0,15.0,13.0,13.0,14.0,12.0,14.0,7.0,15.0,15.0,5.0,8.0,3.0,2.0,5.0,4.0,88.0,198.0,11.0,149701.0
10839,20.0,10.0,11.0,12.0,13.0,13.0,13.0,6.0,10.0,13.0,4.0,6.0,3.0,5.0,10.0,3.0,129.0,191.0,10.0,84932.0
10840,19.0,11.0,13.0,12.0,12.0,7.0,7.0,4.0,11.0,13.0,5.0,9.0,3.0,3.0,5.0,2.0,89.0,176.0,10.0,71665.0
10841,19.0,11.0,10.0,14.0,9.0,9.0,7.0,8.0,14.0,14.0,3.0,8.0,4.0,3.0,5.0,2.0,91.0,183.0,10.0,73091.0
10842,32.0,17.0,17.0,13.0,17.0,16.0,17.0,10.0,15.0,12.0,5.0,8.0,3.0,4.0,7.0,5.0,116.0,172.0,11.0,259360.0
10843,20.0,14.0,14.0,14.0,14.0,14.0,13.0,11.0,10.0,10.0,6.0,11.0,3.0,3.0,6.0,3.0,96.0,190.0,11.0,115438.0
10844,27.0,9.0,12.0,8.0,11.0,12.0,11.0,6.0,7.0,4.0,4.0,6.0,1.0,4.0,2.0,7.0,110.0,182.0,11.0,42363.0
10845,26.0,9.0,8.0,11.0,13.0,7.0,6.0,5.0,11.0,9.0,10.0,6.0,4.0,2.0,6.0,6.0,90.0,188.0,11.0,46628.0
10846,26.0,8.0,8.0,12.0,11.0,6.0,6.0,5.0,12.0,11.0,10.0,6.0,4.0,2.0,4.0,6.0,71.0,190.0,11.0,45393.0
10847,26.0,17.0,15.0,15.0,15.0,12.0,7.0,10.0,15.0,11.0,8.0,9.0,4.0,2.0,7.0,5.0,92.0,192.0,11.0,170906.0
10848,26.0,7.0,10.0,12.0,10.0,6.0,6.0,5.0,8.0,7.0,12.0,6.0,4.0,3.0,3.0,5.0,86.0,178.0,11.0,36907.0
10849,33.0,13.0,11.0,10.0,13.0,13.0,14.0,9.0,4.0,4.0,1.0,5.0,3.0,4.0,5.0,6.0,117.0,198.0,11.0,75363.0
10850,20.0,13.0,9.0,12.0,14.0,10.0,13.0,9.0,12.0,5.0,1.0,8.0,2.0,2.0,9.0,2.0,104.0,187.0,11.0,81444.0
10851,34.0,17.0,17.0,17.0,16.0,13.0,12.0,5.0,17.0,16.0,12.0,7.0,1.0,2.0,8.0,7.0,81.0,176.0,11.0,252265.0
10852,34.0,17.0,17.0,17.0,17.0,15.0,13.0,7.0,17.0,16.0,6.0,9.0,3.0,4.0,5.0,7.0,97.0,181.0,11.0,268234.0
10853,20.0,14.0,14.0,11.0,11.0,14.0,11.0,5.0,8.0,9.0,3.0,8.0,3.0,3.0,6.0,3.0,98.0,175.0,11.0,79567.0
10854,20.0,3.0,3.0,4.0,6.0,6.0,7.0,4.0,4.0,4.0,2.0,8.0,4.0,1.0,6.0,3.0,96.0,188.0,11.0,5884.0
10855,32.0,17.0,16.0,16.0,17.0,17.0,18.0,9.0,12.0,10.0,4.0,9.0,2.0,5.0,4.0,6.0,126.0,185.0,11.0,253685.0
10856,27.0,8.0,7.0,9.0,11.0,11.0,11.0,7.0,7.0,5.0,4.0,5.0,2.0,5.0,8.0,6.0,124.0,185.0,10.0,33770.0
10857,24.0,7.0,11.0,8.0,10.0,12.0,12.0,6.0,6.0,6.0,4.0,7.0,4.0,2.0,2.0,5.0,111.0,181.0,11.0,39566.0
10858,23.0,7.0,11.0,11.0,12.0,5.0,6.0,6.0,11.0,7.0,6.0,7.0,4.0,3.0,2.0,4.0,84.0,192.0,11.0,40895.0
10859,21.0,9.0,10.0,11.0,12.0,5.0,7.0,6.0,12.0,10.0,10.0,5.0,2.0,5.0,6.0,3.0,88.0,190.0,10.0,47150.0
10860,32.0,18.0,13.0,14.0,17.0,17.0,17.0,7.0,18.0,8.0,6.0,7.0,4.0,3.0,6.0,5.0,89.0,184.0,11.0,250575.0
10861,25.0,16.0,11.0,17.0,16.0,14.0,11.0,8.0,14.0,9.0,4.0,10.0,4.0,5.0,7.0,3.0,120.0,188.0,11.0,158410.0
10862,19.0,8.0,14.0,10.0,12.0,14.0,14.0,12.0,9.0,7.0,2.0,11.0,2.0,4.0,8.0,2.0,128.0,195.0,9.0,85219.0
10863,20.0,14.0,13.0,14.0,14.0,13.0,12.0,7.0,11.0,11.0,3.0,8.0,4.0,2.0,8.0,2.0,101.0,186.0,11.0,112617.0
10864,20.0,14.0,13.0,14.0,14.0,9.0,8.0,4.0,11.0,10.0,8.0,8.0,4.0,2.0,5.0,1.0,80.0,188.0,11.0,82250.0
10865,18.0,11.0,12.0,5.0,10.0,11.0,15.0,14.0,10.0,5.0,2.0,8.0,4.0,3.0,4.0,2.0,115.0,201.0,9.0,79712.0
10866,19.0,10.0,12.0,5.0,14.0,15.0,14.0,13.0,13.0,4.0,4.0,8.0,2.0,4.0,4.0,3.0,120.0,196.0,9.0,106806.0
10867,18.0,10.0,12.0,10.0,11.0,10.0,13.0,13.0,8.0,5.0,2.0,8.0,1.0,2.0,9.0,2.0,126.0,204.0,9.0,61750.0
10868,20.0,13.0,14.0,14.0,14.0,8.0,8.0,8.0,12.0,7.0,14.0,9.0,3.0,2.0,4.0,2.0,97.0,185.0,9.0,102543.0
10869,20.0,14.0,14.0,14.0,14.0,8.0,9.0,7.0,11.0,8.0,13.0,6.0,5.0,3.0,6.0,2.0,89.0,174.0,9.0,94672.0
10870,20.0,14.0,13.0,13.0,14.0,12.0,12.0,4.0,10.0,9.0,8.0,8.0,3.0,3.0,5.0,2.0,84.0,175.0,11.0,89817.0
10871,20.0,5.0,2.0,8.0,6.0,6.0,5.0,5.0,2.0,5.0,3.0,5.0,4.0,3.0,1.0,3.0,102.0,190.0,11.0,7336.0
10872,31.0,12.0,14.0,15.0,14.0,16.0,16.0,15.0,12.0,9.0,3.0,7.0,2.0,3.0,6.0,3.0,116.0,199.0,11.0,166214.0
10873,22.0,15.0,13.0,7.0,6.0,8.0,13.0,13.0,2.0,5.0,2.0,6.0,4.0,2.0,9.0,1.0,109.0,200.0,11.0,74981.0
10874,28.0,8.0,12.0,8.0,8.0,12.0,13.0,11.0,7.0,6.0,3.0,4.0,3.0,4.0,3.0,6.0,119.0,205.0,11.0,46415.0
10875,20.0,12.0,14.0,14.0,11.0,4.0,13.0,4.0,9.0,14.0,5.0,7.0,5.0,3.0,11.0,2.0,94.0,178.0,11.0,82680.0
10876,20.0,7.0,14.0,14.0,12.0,5.0,14.0,4.0,8.0,14.0,6.0,6.0,4.0,3.0,7.0,2.0,94.0,188.0,11.0,82008.0
10877,20.0,8.0,14.0,14.0,12.0,9.0,14.0,6.0,4.0,14.0,3.0,7.0,3.0,4.0,7.0,2.0,99.0,188.0,11.0,81304.0
10878,35.0,15.0,12.0,17.0,14.0,13.0,11.0,8.0,14.0,5.0,2.0,8.0,4.0,4.0,7.0,8.0,115.0,196.0,10.0,132692.0
10879,35.0,13.0,13.0,11.0,14.0,14.0,14.0,1.0,10.0,7.0,1.0,6.0,1.0,3.0,3.0,9.0,111.0,174.0,11.0,92282.0
10880,19.0,14.0,14.0,14.0,13.0,10.0,8.0,6.0,13.0,7.0,13.0,8.0,4.0,3.0,7.0,2.0,88.0,176.0,9.0,102250.0
10881,20.0,14.0,14.0,10.0,13.0,9.0,14.0,11.0,8.0,12.0,2.0,5.0,5.0,2.0,8.0,4.0,110.0,199.0,11.0,90824.0
10882,21.0,17.0,18.0,14.0,11.0,18.0,19.0,8.0,15.0,5.0,3.0,7.0,3.0,1.0,7.0,4.0,110.0,184.0,11.0,248162.0
10883,33.0,15.0,16.0,13.0,16.0,12.0,12.0,2.0,15.0,15.0,1.0,10.0,3.0,4.0,3.0,6.0,95.0,186.0,8.0,171664.0
10884,36.0,16.0,15.0,15.0,13.0,15.0,12.0,7.0,12.0,10.0,16.0,6.0,2.0,4.0,7.0,8.0,88.0,185.0,11.0,164902.0
10885,36.0,16.0,15.0,15.0,10.0,14.0,15.0,13.0,5.0,7.0,4.0,6.0,4.0,2.0,4.0,8.0,114.0,201.0,11.0,137857.0
10886,34.0,14.0,13.0,14.0,11.0,14.0,13.0,11.0,9.0,5.0,1.0,10.0,4.0,2.0,2.0,8.0,106.0,197.0,11.0,104013.0
10887,34.0,14.0,13.0,12.0,11.0,13.0,13.0,2.0,11.0,10.0,1.0,10.0,2.0,3.0,9.0,8.0,125.0,189.0,11.0,92240.0
10888,20.0,14.0,12.0,9.0,10.0,14.0,10.0,7.0,7.0,6.0,2.0,9.0,2.0,4.0,5.0,3.0,118.0,194.0,11.0,63112.0
10889,32.0,18.0,17.0,16.0,18.0,15.0,12.0,6.0,14.0,13.0,3.0,9.0,2.0,3.0,5.0,8.0,100.0,185.0,10.0,235788.0
10890,32.0,18.0,18.0,18.0,18.0,13.0,10.0,5.0,14.0,11.0,5.0,9.0,2.0,3.0,11.0,7.0,83.0,184.0,9.0,233579.0
10891,32.0,18.0,18.0,17.0,17.0,10.0,5.0,4.0,14.0,14.0,9.0,5.0,5.0,3.0,6.0,7.0,91.0,177.0,9.0,219992.0
10892,34.0,18.0,17.0,6.0,17.0,17.0,16.0,12.0,10.0,10.0,1.0,8.0,3.0,4.0,3.0,8.0,113.0,203.0,10.0,222332.0
10893,29.0,17.0,17.0,17.0,17.0,13.0,13.0,10.0,16.0,16.0,12.0,7.0,3.0,4.0,8.0,6.0,83.0,184.0,9.0,257943.0
10894,34.0,18.0,15.0,17.0,17.0,11.0,11.0,5.0,16.0,14.0,8.0,4.0,3.0,3.0,7.0,7.0,98.0,180.0,11.0,213696.0
10895,31.0,17.0,16.0,16.0,15.0,12.0,10.0,3.0,15.0,16.0,8.0,8.0,3.0,1.0,7.0,7.0,88.0,188.0,11.0,207789.0
